Top 5 CITTIES based on weightage scores,State,Mass Markets (W20%),Diverse Workers (W20%),Well-heeled Affluents (20%),Population Growth Rate (10%),Number of Burgalaries reported (10%),Property Crime Rate (10%),Housing Construction (10%),Total Score
Green Cove Springs,Florida,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Sebring,Ohio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Garden City,Idaho,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Wytheville,Virginia,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Cortez,Colorado,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Menifee,California,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Middletown,Virginia,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Demarest,New Jersey,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
Wolfeboro,New Hampshire,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Robinson,Illinois,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
South Orange,New Jersey,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,-0.0001,0.0001
Ironton,Ohio,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Grandview,Washington,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Macomb,Illinois,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Lake Waccamaw,North Carolina,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Shelby,Ohio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Marquette,Michigan,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Scott City,Kansas,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Zumbrota,Minnesota,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Granby,Connecticut,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Henniker,New Hampshire,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Elwood,Illinois,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Centreville,Maryland,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Oxford,Pennsylvania,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Sauk Centre,Minnesota,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Waterford,California,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Ripley,West Virginia,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Newbern,Tennessee,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Canton,Connecticut,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Englewood,Tennessee,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Farmington,Illinois,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Oakland,Maine,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Comanche,Oklahoma,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Giddings,Texas,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Johnson City,Texas,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Sayre,Oklahoma,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Mackinaw City,Michigan,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,-0.0001,0.0001
Rockport,Texas,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
La Porte,Indiana,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Streator,Illinois,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Westchester,Illinois,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Shelbyville,Kentucky,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Port Huron,Michigan,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Orange Cove,California,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Nelsonville,Ohio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Sparta,Wisconsin,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Dwight,Illinois,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0002,0.0001
Swedesboro,New Jersey,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Wilburton,Oklahoma,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Edgar Springs,Missouri,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Riverton,Wyoming,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Highlands,New Jersey,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Fairhaven,Massachusetts,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Mountlake Terrace,Washington,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Stowe,Vermont,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Ferndale,Washington,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Norwalk,Iowa,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Fulton,Missouri,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Wheatland,Wyoming,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Morrilton,Arkansas,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Williston,Vermont,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Webster,Massachusetts,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Hubbard,Oregon,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Connellsville,Pennsylvania,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Halls,Tennessee,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Charleston,Missouri,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Stanford,Kentucky,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Creston,Iowa,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Patterson,Louisiana,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Haskell,Texas,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Osawatomie,Kansas,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Oak Creek,Wisconsin,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Perry,Iowa,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Tipton,Indiana,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Walbridge,Ohio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Morenci,Michigan,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Franklin,North Carolina,0.0000,0.0001,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0001
Hazleton,Pennsylvania,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0001
Moab,Utah,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Pacific,Missouri,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Havre De Grace,Maryland,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
New Bremen,Ohio,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Cortland,Illinois,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Northborough,Massachusetts,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Muleshoe,Texas,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Gilbert,Minnesota,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Sneedville,Tennessee,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Skowhegan,Maine,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Glenwood Springs,Colorado,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Rossford,Ohio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Dardanelle,Arkansas,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Muskego,Wisconsin,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Catlin,Illinois,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Kingston,Oklahoma,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Oak Hill,West Virginia,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
New Philadelphia,Ohio,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Garwood,New Jersey,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Hallsville,Missouri,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
South Elgin,Illinois,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Southern Pines,North Carolina,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Smithville,Tennessee,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Winfield,Illinois,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
Imperial Beach,California,0.0000,0.0001,0.0000,0.0001,0.0000,0.0000,-0.0001,0.0001
Burlington,Iowa,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Middleton,Wisconsin,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
Premont,Texas,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Manistee,Michigan,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Ottawa,Illinois,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Kingfisher,Oklahoma,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Florence,Texas,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Waverly,Iowa,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Elk Grove Village,Illinois,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
Reed City,Michigan,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Fairfield,Iowa,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Southington,Connecticut,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Fruitport,Michigan,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Minersville,Pennsylvania,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Dewitt,Michigan,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Northwood,North Dakota,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Williams Bay,Wisconsin,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Wellington,Kansas,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Niles,Illinois,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Walsenburg,Colorado,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Hurley,New Mexico,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Naugatuck,Connecticut,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Lexington,Virginia,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Hillsboro,Illinois,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,-0.0001,0.0001
Torrington,Wyoming,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Oakland,Maryland,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Defiance,Ohio,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Mountain Home,Arkansas,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Hampden,Maine,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Marietta,Ohio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Washington,Iowa,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Orange City,Florida,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Floodwood,Minnesota,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Dunlap,Tennessee,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Orono,Maine,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Sebring,Florida,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Mishicot,Wisconsin,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
West Branch,Michigan,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Linton,Indiana,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
North Branch,Minnesota,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Hartford,Wisconsin,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Bartlett,Illinois,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
Plainview,Texas,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Pearsall,Texas,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Westminster,Massachusetts,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Sylvania,Alabama,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Dunnellon,Florida,0.0000,0.0001,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0001
Marion,Massachusetts,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Wright City,Oklahoma,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Maumee,Ohio,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
Chatham,Illinois,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Summit,Mississippi,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Kenilworth,New Jersey,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Longmeadow,Massachusetts,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
Menasha,Wisconsin,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0001
Safety Harbor,Florida,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Hawley,Pennsylvania,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Fruitland Park,Florida,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Hillsville,Virginia,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Pevely,Missouri,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Dublin,Texas,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Silsbee,Texas,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Nocona,Texas,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Davidson,North Carolina,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Westlake Village,California,0.0000,0.0000,0.0001,-0.0001,0.0000,0.0000,0.0000,0.0001
Newton,New Hampshire,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Durango,Colorado,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Swansboro,North Carolina,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Fair Lawn,New Jersey,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
West Memphis,Arkansas,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0001
Dayton,Minnesota,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
New Prague,Minnesota,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Littleton,Massachusetts,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
Hawarden,Iowa,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Waverly,Tennessee,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Sandy Lake,Pennsylvania,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Fort Jones,California,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,-0.0001,0.0001
Rolling Meadows,Illinois,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
El Campo,Texas,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
East Helena,Montana,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Seaside,California,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Vicksburg,Michigan,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Ashland,Alabama,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Waldoboro,Maine,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Somersworth,New Hampshire,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Paris,Kentucky,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Indianola,Illinois,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
National Park,New Jersey,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Franklin,Kentucky,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Itasca,Illinois,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Olympia Fields,Illinois,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Lake City,South Carolina,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Pinehurst,Idaho,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Mifflinburg,Pennsylvania,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Gurley,Alabama,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Kalkaska,Michigan,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Dry Ridge,Kentucky,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Kingsburg,California,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Port Austin,Michigan,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Franklin,Virginia,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Sewickley,Pennsylvania,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Princeton,Texas,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Ida,Louisiana,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Booneville,Arkansas,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
North Kingstown,Rhode Island,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
Warrenville,Illinois,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Capitola,California,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Blountsville,Alabama,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Junction,Texas,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Hinsdale,New Hampshire,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Essex,Massachusetts,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Manchester Township,New Jersey,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
Rocky Hill,Connecticut,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Springer,New Mexico,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Cadiz,Kentucky,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Napoleon,North Dakota,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Byram,Mississippi,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0001,0.0001
Medway,Massachusetts,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
Hanna,Wyoming,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Lexington,Nebraska,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Monticello,Arkansas,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Dixon,Missouri,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Carbondale,Illinois,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Swampscott,Massachusetts,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
Sand Lake,Michigan,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Columbia City,Indiana,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
State College,Pennsylvania,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Scottsboro,Alabama,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Stockton,Illinois,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Cottage Grove,Minnesota,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Gunnison,Colorado,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Paola,Kansas,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Sturgeon Bay,Wisconsin,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Ashford,Alabama,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Wells,Maine,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Middlesex,New Jersey,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Marshall,Michigan,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Liberty,Kentucky,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Seabrook,Texas,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
Viborg,South Dakota,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Anderson,California,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Carroll,Iowa,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Elizabeth,Pennsylvania,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Moscow,Pennsylvania,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Poulsbo,Washington,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
Pepperell,Massachusetts,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
Floydada,Texas,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Highwood,Illinois,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Hackettstown,New Jersey,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
Sanger,California,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
East Bridgewater,Massachusetts,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Robstown,Texas,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0001
Willimantic,Connecticut,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Selinsgrove,Pennsylvania,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Whitmire,South Carolina,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Miles City,Montana,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Centertown,Kentucky,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Walnut Ridge,Arkansas,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Jasper,Indiana,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Fallon,Nevada,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Clyde,Ohio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Ripon,California,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Irene,South Dakota,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
West Newbury,Massachusetts,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Forest Grove,Oregon,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001
Marion,Kentucky,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
Florien,Louisiana,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001
Olney,Illinois,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001
